Provider,__target__,inp_n_claims,inp_total_money,inp_mean_money,inp_median_money,inp_n_diag_codes,inp_n_proc_codes,inp_mean_claim_days,inp_median_claim_days,inp_sum_deductible,inp_mean_physicians_per_claim,inp_n_unique_bene,inp_n_unique_physicians,inp_mean_los,inp_median_los,inp_total_los,outp_n_claims,outp_total_money,outp_mean_money,outp_median_money,outp_n_diag_codes,outp_n_proc_codes,outp_mean_claim_days,outp_median_claim_days,outp_sum_deductible,outp_mean_physicians_per_claim,outp_n_unique_bene,outp_n_unique_physicians,bene_renaldiseaseindicator_mean,bene_chroniccond_alzheimer_mean,bene_chroniccond_heartfailure_mean,bene_chroniccond_kidneydisease_mean,bene_chroniccond_cancer_mean,bene_chroniccond_obstrpulmonary_mean,bene_chroniccond_depression_mean,bene_chroniccond_diabetes_mean,bene_chroniccond_ischemicheart_mean,bene_chroniccond_osteoporasis_mean,bene_chroniccond_rheumatoidarthritis_mean,bene_chroniccond_stroke_mean,bene_age_approx_mean,bene_age_approx_median
PRV51849,0,3.0,21204.0,7068.0,7068.0,27.0,2.0,3.0,2.0,3204.0,1.6666666666666667,3.0,3.0,3.0,2.0,9.0,143.0,33200.0,232.16783216783216,80.0,388.0,0.0,1.0,0.0,580.0,1.5034965034965035,110.0,49.0,0.08108108108108109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.29085964814918,74.52977412731006
PRV51851,1,53.0,602468.0,11367.32075471698,7068.0,465.0,37.0,4.773584905660377,3.0,54468.0,1.7358490566037736,47.0,2.0,4.773584905660377,3.0,253.0,419.0,122640.0,292.6968973747017,80.0,1100.0,0.0,1.4152744630071599,0.0,1150.0,1.522673031026253,303.0,5.0,0.15476190476190477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.71085525243636,73.19507186858316
PRV51852,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7800.0,410.5263157894737,80.0,48.0,0.0,0.15789473684210525,0.0,60.0,1.263157894736842,18.0,11.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75.73442847364818,76.7460643394935
PRV51855,0,16.0,143088.0,8943.0,8068.0,143.0,19.0,3.75,3.0,17088.0,1.5625,13.0,4.0,3.75,3.0,60.0,104.0,19370.0,186.25,70.0,271.0,0.0,1.7980769230769231,0.0,200.0,1.2884615384615385,84.0,32.0,0.16304347826086957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.06445853048835,70.44490075290896
PRV51856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,31800.0,271.79487179487177,90.0,317.0,0.0,1.7606837606837606,0.0,300.0,1.4615384615384615,107.0,57.0,0.14953271028037382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.81661517204321,72.62696783025325
PRV51857,1,26.0,405700.0,15603.846153846154,9068.0,239.0,27.0,5.1923076923076925,3.0,26700.0,1.9615384615384615,21.0,4.0,5.1923076923076925,3.0,135.0,31.0,4490.0,144.83870967741936,70.0,74.0,0.0,0.8387096774193549,0.0,0.0,1.3548387096774193,27.0,21.0,0.1702127659574468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.53350226455211,69.77138945927447
PRV51858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,14580.0,239.01639344262296,80.0,162.0,0.0,1.5245901639344261,0.0,200.0,1.0491803278688525,59.0,19.0,0.15254237288135594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.4201440851982,70.36002737850787
PRV51859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,15660.0,240.92307692307693,60.0,187.0,0.0,1.4307692307692308,0.0,160.0,1.4,60.0,16.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.3004334930413,74.19849418206707
PRV51860,0,4.0,22672.0,5668.0,5068.0,38.0,1.0,5.5,5.0,4272.0,2.0,4.0,4.0,5.5,5.0,22.0,772.0,227550.0,294.7538860103627,80.0,2174.0,0.0,1.2733160621761659,0.0,1340.0,1.4093264248704662,350.0,4.0,0.10826210826210826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.33853797987952,74.04791238877482
PRV51861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2760.0,131.42857142857142,80.0,53.0,0.0,0.9047619047619048,0.0,0.0,1.1904761904761905,20.0,11.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.48268309377139,72.65982203969884
PRV51862,0,8.0,97544.0,12193.0,9068.0,76.0,6.0,4.75,4.5,8544.0,1.75,8.0,7.0,4.75,4.5,38.0,12.0,3880.0,323.3333333333333,200.0,28.0,0.0,0.5833333333333334,0.0,10.0,1.4166666666666667,12.0,10.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,73.2611909650924,75.57015742642025
PRV51863,0,19.0,286156.0,15060.842105263158,15068.0,178.0,18.0,7.894736842105263,6.0,18156.0,1.736842105263158,17.0,13.0,7.894736842105263,6.0,150.0,54.0,18730.0,346.85185185185185,80.0,162.0,0.0,2.4814814814814814,0.0,30.0,1.1851851851851851,51.0,39.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.31240536784685,73.36481861738535
PRV51864,0,6.0,66408.0,11068.0,5568.0,54.0,2.0,2.8333333333333335,3.0,6408.0,1.3333333333333333,6.0,3.0,2.8333333333333335,3.0,17.0,127.0,31420.0,247.4015748031496,70.0,347.0,0.0,0.9448818897637795,0.0,330.0,1.5039370078740157,69.0,12.0,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.69125256673512,71.05544147843942
PRV51865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11670.0,416.7857142857143,100.0,76.0,0.0,0.9285714285714286,0.0,0.0,1.2857142857142858,27.0,11.0,0.07407407407407407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.14538494689076,75.34291581108829
PRV51867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,32430.0,317.94117647058823,90.0,296.0,0.0,1.4313725490196079,0.0,300.0,1.4215686274509804,97.0,65.0,0.2268041237113402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.8913186138572,74.17385352498289
PRV51868,1,100.0,1194520.0,11945.2,7068.0,844.0,85.0,5.45,3.0,101460.0,1.59,82.0,1.0,5.45,3.0,545.0,44.0,6700.0,152.27272727272728,60.0,138.0,0.0,1.1590909090909092,0.0,50.0,1.3863636363636365,41.0,34.0,0.17073170731707318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.58972860775836,73.48939082819986
PRV51869,0,2.0,23136.0,11568.0,11568.0,16.0,0.0,4.5,4.5,2136.0,1.0,2.0,2.0,4.5,4.5,9.0,19.0,5550.0,292.10526315789474,80.0,43.0,0.0,0.0,0.0,70.0,1.263157894736842,19.0,10.0,0.09523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.11195854111665,70.86926762491444
PRV51870,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,19350.0,351.8181818181818,60.0,148.0,0.0,1.1272727272727272,0.0,60.0,1.1272727272727272,54.0,26.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.40449210332852,73.9192334017796
PRV51871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5940.0,198.0,100.0,82.0,0.0,1.5333333333333334,0.0,20.0,1.2666666666666666,29.0,17.0,0.13793103448275862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.50324529726923,72.36139630390144
PRV51872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8950.0,372.9166666666667,200.0,65.0,0.0,0.0,0.0,110.0,1.5416666666666667,23.0,19.0,0.08695652173913043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.13823170550249,76.56947296372347
PRV51873,1,26.0,328768.0,12644.923076923076,8068.0,234.0,19.0,6.038461538461538,4.0,27768.0,1.8076923076923077,26.0,18.0,6.038461538461538,4.0,157.0,118.0,40960.0,347.1186440677966,100.0,330.0,0.0,0.7966101694915254,0.0,480.0,1.4322033898305084,105.0,61.0,0.13846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.96893592376138,71.59069130732375
PRV51874,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,11360.0,258.1818181818182,90.0,133.0,0.0,0.6136363636363636,0.0,70.0,1.2272727272727273,42.0,12.0,0.11904761904761904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.21922362374109,72.61054072553046
PRV51875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,50.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,73.54414784394251,73.54414784394251
PRV51876,1,18.0,250156.0,13897.555555555555,9068.0,160.0,14.0,6.944444444444445,4.5,18156.0,1.4444444444444444,17.0,9.0,6.944444444444445,4.5,125.0,43.0,10500.0,244.1860465116279,100.0,151.0,0.0,2.116279069767442,0.0,180.0,1.441860465116279,41.0,32.0,0.19298245614035087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.29172520623942,74.84736481861738
PRV51877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,290.0,72.5,85.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,74.78302532511978,71.9876796714579
PRV51878,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3200.0,266.6666666666667,85.0,28.0,0.0,3.3333333333333335,0.0,90.0,1.6666666666666667,12.0,11.0,0.08333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.95893223819301,74.17385352498289
PRV51879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,41080.0,391.23809523809524,80.0,324.0,0.0,1.9619047619047618,0.0,370.0,1.1238095238095238,36.0,2.0,0.027777777777777776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.40269221994068,72.1245722108145
PRV51884,0,5.0,78340.0,15668.0,8068.0,43.0,5.0,6.2,5.0,5340.0,1.4,5.0,2.0,6.2,5.0,31.0,39.0,11590.0,297.1794871794872,90.0,108.0,0.0,0.6666666666666666,0.0,60.0,1.435897435897436,39.0,16.0,0.1590909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.96559019351626,75.30321697467488
PRV51885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,25790.0,303.4117647058824,90.0,249.0,0.0,2.411764705882353,0.0,120.0,1.2588235294117647,49.0,11.0,0.16326530612244897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.07902051991228,75.96440793976728
PRV51886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2210.0,122.77777777777777,90.0,51.0,0.0,1.2222222222222223,0.0,50.0,0.9444444444444444,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,71.7535934291581,72.60780287474333
PRV51887,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,80.0,80.0,4.0,0.0,0.0,0.0,40.0,1.5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,70.56673511293636,70.56673511293636
PRV51888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,740.0,148.0,100.0,10.0,0.0,0.0,0.0,100.0,1.2,5.0,4.0,0.2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,68.57330595482546,71.78918548939083
PRV51889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,170.0,42.5,30.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,77.43737166324435,77.43737166324435
PRV51890,0,1.0,12068.0,12068.0,12068.0,10.0,0.0,2.0,2.0,1068.0,1.0,1.0,1.0,2.0,2.0,2.0,20.0,3570.0,178.5,70.0,55.0,0.0,2.05,0.0,60.0,1.2,17.0,6.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.31743858848581,77.3100616016427
PRV51891,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,480.0,160.0,60.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,66.56080310289757,66.15195071868582
PRV51892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,750.0,150.0,70.0,10.0,0.0,0.0,0.0,0.0,1.2,5.0,2.0,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,59.78370978781656,65.97125256673512
PRV51894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9210.0,460.5,100.0,60.0,0.0,0.55,0.0,0.0,1.15,20.0,11.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.58316221765914,72.5927446954141
PRV51895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3930.0,218.33333333333334,90.0,52.0,0.0,2.0,0.0,200.0,1.3333333333333333,8.0,6.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,69.89801505817933,68.83915126625598
PRV51896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,530.0,106.0,80.0,11.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,66.16769336071184,68.67624914442163
PRV51897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11120.0,171.07692307692307,80.0,159.0,0.0,1.0307692307692307,0.0,190.0,1.0153846153846153,38.0,12.0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.90320256493389,72.99383983572895
PRV51898,0,1.0,7068.0,7068.0,7068.0,10.0,0.0,3.0,3.0,1068.0,1.0,1.0,1.0,3.0,3.0,3.0,58.0,6520.0,112.41379310344827,60.0,162.0,0.0,0.6551724137931034,0.0,0.0,1.1724137931034482,48.0,17.0,0.20408163265306123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.62369917166045,75.08555783709788
PRV51899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5500.0,239.1304347826087,70.0,54.0,0.0,2.0,0.0,0.0,1.0434782608695652,16.0,4.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,73.69250513347022,73.2703627652293
PRV51901,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3600.0,514.2857142857143,50.0,15.0,0.0,0.42857142857142855,0.0,0.0,1.0,7.0,6.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.78615429744794,78.3025325119781
PRV51902,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1300.0,325.0,70.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.12594113620807,76.12594113620807
PRV51905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,83210.0,323.7743190661479,80.0,669.0,0.0,1.11284046692607,0.0,670.0,1.0,85.0,1.0,0.1411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.64784796875628,72.38603696098562
PRV51906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2730.0,124.0909090909091,55.0,75.0,0.0,0.8181818181818182,0.0,0.0,1.0,8.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,69.152977412731,68.89390828199863
PRV51908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14430.0,655.9090909090909,110.0,62.0,0.0,3.4545454545454546,0.0,160.0,1.0454545454545454,22.0,2.0,0.13636363636363635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.62528778545206,71.99041752224504
PRV51909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3460.0,216.25,90.0,43.0,0.0,2.0,0.0,0.0,1.3125,16.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.42436687200548,77.27173169062286
PRV51910,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,28070.0,342.3170731707317,90.0,211.0,0.0,2.024390243902439,0.0,120.0,1.024390243902439,49.0,3.0,0.12244897959183673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.10868988252385,72.50376454483231
PRV51911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,25750.0,276.8817204301075,90.0,248.0,0.0,1.7419354838709677,0.0,210.0,1.010752688172043,56.0,2.0,0.10714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.82194191845116,73.66461327857633
PRV51913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,70.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,76.1615331964408,76.1615331964408
PRV51914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1680.0,152.72727272727272,60.0,38.0,0.0,0.0,0.0,0.0,1.0909090909090908,11.0,3.0,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.92862920788998,75.78370978781656
PRV51915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6170.0,308.5,65.0,47.0,0.0,0.55,0.0,0.0,0.95,16.0,3.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,75.27275838466804,72.94045174537987
PRV51916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7290.0,169.53488372093022,60.0,143.0,0.0,0.5116279069767442,0.0,0.0,0.9767441860465116,13.0,1.0,0.07692307692307693,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.20712894224188,73.33607118412047
PRV51917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,970.0,88.18181818181819,50.0,33.0,0.0,1.8181818181818181,0.0,0.0,1.0,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,71.21788729180926,67.129363449692
PRV51918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,74.59822039698837,74.59822039698837
PRV51919,0,6.0,107408.0,17901.333333333332,11568.0,59.0,6.0,5.666666666666667,6.5,6408.0,1.3333333333333333,6.0,3.0,5.666666666666667,6.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,69.02532511978097,65.20328542094455
PRV51920,1,9.0,109612.0,12179.111111111111,8068.0,80.0,6.0,6.0,1.0,9612.0,1.0,9.0,1.0,6.0,1.0,54.0,9.0,800.0,88.88888888888889,70.0,27.0,0.0,0.8888888888888888,0.0,100.0,1.0,9.0,2.0,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.07422617689559,70.91033538672143
PRV51921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,19460.0,278.0,95.0,187.0,0.0,0.45714285714285713,0.0,170.0,1.0,24.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.45003422313484,76.24640657084188
PRV51922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5190.0,216.25,80.0,74.0,0.0,0.041666666666666664,0.0,100.0,1.0416666666666667,11.0,7.0,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.59349138199241,66.21218343600273
PRV51923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1140.0,126.66666666666667,40.0,18.0,0.0,2.5555555555555554,0.0,100.0,1.0,7.0,2.0,0.14285714285714285,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70.32091522440598,67.49897330595482
PRV51924,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15810.0,316.2,100.0,161.0,0.0,0.78,0.0,100.0,1.16,25.0,6.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.16703627652294,69.08692676249144
PRV51925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1960.0,490.0,115.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,76.59502623773672,74.93497604380562
PRV51926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14010.0,437.8125,85.0,89.0,0.0,0.71875,0.0,140.0,1.28125,30.0,5.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.2694957791467,74.96098562628336
PRV51927,0,5.0,69340.0,13868.0,11068.0,51.0,5.0,11.4,8.0,5340.0,1.8,5.0,2.0,11.4,8.0,57.0,1.0,50.0,50.0,50.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,76.63518138261465,76.05201916495551
PRV51928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7190.0,239.66666666666666,75.0,108.0,0.0,1.5333333333333334,0.0,50.0,1.2333333333333334,30.0,9.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.38165639972621,75.89185489390829
PRV51929,0,8.0,79544.0,9943.0,7068.0,71.0,6.0,3.125,3.0,8544.0,1.0,8.0,4.0,3.125,3.0,25.0,103.0,36150.0,350.97087378640776,90.0,272.0,0.0,2.650485436893204,0.0,520.0,1.3883495145631068,101.0,36.0,0.1926605504587156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73.6562992546264,74.59548254620123
PRV51930,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1010.0,168.33333333333334,80.0,14.0,0.0,0.0,0.0,0.0,1.5,6.0,4.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.00319415925166,78.89390828199862
PRV51931,0,1.0,6068.0,6068.0,6068.0,9.0,0.0,3.0,3.0,1068.0,2.0,1.0,1.0,3.0,3.0,3.0,45.0,13520.0,300.44444444444446,60.0,116.0,0.0,1.0888888888888888,0.0,90.0,1.4,45.0,20.0,0.15555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.28967982356073,76.50650239561944
